county,Year,Average Yearly Wage,Employment,Labor Force,Population,Single Family Home
Lake,12/31/2016,36857.70357,141114.3539,147275.2685,322946.9739,209004.6742
Lake,12/31/2017,37350.06184,144707.9155,149949.9754,332786.898,212864.181
Lake,12/31/2018,38039.54579,148508.1113,152687.1383,343983.9059,216972.1852
Lake,12/31/2019,38926.1595,148671.7131,155486.5316,356501.4138,214332.2404
Lake,12/31/2020,40038.41501,152057.6395,157012.4863,366395.6812,217941.1935
Lake,12/31/2021,40530.77327,155651.2011,159687.1932,376235.6053,221800.7003
Lake,12/31/2022,41220.25722,159451.3969,162424.3561,387432.6133,225908.7045
Lake,12/31/2023,42106.87094,159614.9988,165223.7493,399950.1211,223268.7597
Lake,12/31/2024,43219.12644,163000.9251,166749.704,409844.3885,226877.7128
Lake,12/31/2025,43711.4847,166594.4867,169424.411,419684.3126,230737.2195
Lake,12/31/2026,44400.96866,170394.6825,172161.5739,430881.3206,200219.2468
Lake,12/31/2027,45287.58237,170558.2844,174960.9671,443398.8285,204756.8317
Lake,12/31/2028,46399.83787,173944.2107,176486.9218,453293.0959,209515.8274
Lake,12/31/2029,46892.19614,177537.7723,179161.6288,463133.02,201769.9593
Lake,12/31/2030,47581.68009,218129.8223,181898.7917,474330.0279,206082.2995
Lee,12/31/2001,30635.6566,225782.0891,232263.1111,455021.5727,210619.8841
Lee,12/31/2002,31254.18608,233699.0214,239328.5472,474762.4737,215378.8796
Lee,12/31/2003,32255.69082,233874.6075,247180.2666,495294.9292,207633.0113
Lee,12/31/2004,33696.37024,241259.8144,250845.9426,521253.0159,211945.3514
Lee,12/31/2005,33932.12281,248912.0812,257123.5826,549648.9578,216482.9362
Lee,12/31/2006,34550.05289,256829.0134,264185.7847,585401.0494,221241.9319
Lee,12/31/2007,35550.9582,257004.5995,272022.2535,615741.0026,213496.064
Lee,12/31/2008,36991.03655,264389.8064,275664.6921,623518.0472,217808.4044
Lee,12/31/2009,37226.18969,272042.5993,281911.2977,615330.9486,222345.9893
Lee,12/31/2010,37844.11975,279960.1508,288945.4806,618754.0005,227104.9853
Lee,12/31/2011,38845.02506,280136.5309,296765.9467,625516.3873,219359.1173
Lee,12/31/2012,40285.10438,287525.0289,300400.2838,637615.6316,223671.4578
Lee,12/31/2013,40521.06681,295180.5931,306646.8578,643573.9915,228209.0427
Lee,12/31/2014,41141.17996,303100.8226,313681.0406,653485.0126,232968.0386
Lee,12/31/2015,42146.17373,303279.715,321501.5068,665845.054,225222.1707
Lee,12/31/2016,43591.76558,310668.2193,325135.8439,681134.5128,229534.5111
Lee,12/31/2017,43832.52572,318323.7834,331382.4179,697196.7087,234072.0961
Lee,12/31/2018,44456.06277,326244.013,338416.6008,714969.2614,238831.092
Lee,12/31/2019,45462.57508,326422.9055,346237.0669,734550.9604,231085.224
Lee,12/31/2020,46908.27579,333811.4098,349871.4041,750699.4807,235397.5645
Lee,12/31/2021,47149.03593,341466.974,356117.978,766761.6766,239935.1494
Lee,12/31/2022,47772.57299,349387.2036,363152.1609,784534.2293,244694.1453
Lee,12/31/2023,48779.0853,349566.096,370972.627,804115.9283,236948.2774
Lee,12/31/2024,50224.78601,356954.6003,374606.9642,820264.4486,241260.6178
Lee,12/31/2025,50465.54615,364610.1645,380853.5382,836326.6445,245798.2028
Lee,12/31/2026,51089.08321,372530.3941,387887.721,854099.1972,156638.4088
Lee,12/31/2027,52095.59552,372709.2866,395708.1871,873680.8962,158672.7957
Lee,12/31/2028,53541.29623,380097.7908,399342.5243,889829.4165,161141.8856
Lee,12/31/2029,53782.05637,387753.355,405589.0983,905891.6124,161171.2343
Lee,12/31/2030,54405.59343,128210.1196,412623.2811,923664.1652,162770.2245
Leon,12/31/2001,30167.05476,129972.5502,131629.6994,243972.6869,164804.6114
Leon,12/31/2002,31225.28873,131194.0134,133923.5088,248274.1817,167273.7013
Leon,12/31/2003,32385.7171,130536.0149,135645.005,255680.558,167303.05
Leon,12/31/2004,33899.27829,132838.8284,136414.1789,264006.8337,168902.0402
Leon,12/31/2005,34855.16474,134601.2568,139288.255,270820.931,170936.4271
Leon,12/31/2006,35913.39908,135818.2384,141590.2561,272089.7588,173405.517
Leon,12/31/2007,37073.82783,135153.1469,143319.944,273542.4969,173434.8657
Leon,12/31/2008,38587.26601,137201.5726,144096.9429,274817.2528,175033.8559
Leon,12/31/2009,38827.8731,138709.6156,146966.592,274599.0968,177068.2428
Leon,12/31/2010,39169.3424,139676.6908,147945.7781,275170.0053,179537.3327
Leon,12/31/2011,39612.38168,138763.6073,148346.2385,276551.2056,179566.6814
Leon,12/31/2012,40406.58795,140812.0329,147789.5959,277755.7484,181165.6716
Leon,12/31/2013,40645.08492,142320.1283,149333.6967,278655.0679,183200.0585
Leon,12/31/2014,41236.21001,143287.2561,150305.693,281005.1986,185669.1484
Leon,12/31/2015,41931.07922,142374.2253,150705.3759,284177.184,185698.4971
Leon,12/31/2016,42978.36899,144422.7031,150148.8425,287174.2692,187297.4873
Leon,12/31/2017,44262.15718,145930.7987,151693.0521,289263.0877,189331.8742
Leon,12/31/2018,45648.29327,146897.9268,152665.1571,292202.5693,191800.9641
Leon,12/31/2019,47136.62377,145984.8961,153064.9489,295963.9057,191830.3128
Leon,12/31/2020,48978.98506,148033.3739,152508.4154,299551.9566,193429.303
Leon,12/31/2021,50262.77325,149541.4695,154052.625,301640.7751,195463.69
Leon,12/31/2022,51648.90934,150508.5976,155024.7301,304580.2567,197932.7798
Leon,12/31/2023,53137.23983,149595.5668,155424.5218,308341.5931,197962.1285
Leon,12/31/2024,54979.60113,151644.0446,154867.9883,311929.644,199561.1187
Leon,12/31/2025,56263.38931,153152.1403,156412.198,314018.4625,201595.5057
Leon,12/31/2026,57649.5254,154119.2683,157384.303,316957.9441,98317.83564
Leon,12/31/2027,59137.8559,153206.2376,157784.0947,320719.2805,100852.756
Leon,12/31/2028,60980.21719,155254.7154,157227.5613,324307.3314,103600.2771
Leon,12/31/2029,62264.00538,156762.811,158771.7709,326396.1498,102405.366
Leon,12/31/2030,63650.14147,14577.98871,159743.8759,329335.6315,104726.4934
Levy,12/31/2001,21207.28662,14689.8141,14646.92138,35161.66264,107261.4138
Levy,12/31/2002,21984.87035,14849.74797,15019.28609,35923.20297,110008.9349
Levy,12/31/2003,23000.00423,14800.6033,15346.66717,36726.93963,108814.0238
Levy,12/31/2004,24489.25522,14864.25861,15716.08594,37390.54426,111135.1512
Levy,12/31/2005,25030.03757,14976.04673,16133.36399,38108.02106,113670.0716
Levy,12/31/2006,25807.51312,15135.56035,16505.17667,39017.0782,116417.5926
Levy,12/31/2007,26675.0091,15085.69726,16831.75021,39968.33219,115222.6816
Levy,12/31/2008,27511.98093,15148.52967,16797.39202,40778.95776,117543.809
Levy,12/31/2009,27402.19286,15259.52456,16811.42997,40742.52347,120078.7294
Levy,12/31/2010,27529.39382,15418.62792,16780.1536,40750.10367,122826.2505
Levy,12/31/2011,27893.97755,15368.65047,16703.88195,40671.95714,121631.3394
Levy,12/31/2012,28730.87575,15431.48188,16668.54206,40450.68706,123952.4669
Levy,12/31/2013,28888.85254,15542.47677,16682.26907,40343.35673,126487.3873
Levy,12/31/2014,29285.09006,15701.58014,16651.25533,40394.26459,129234.9083
Levy,12/31/2015,29919.96805,15651.60269,16613.06371,40487.3693,128039.9973
Levy,12/31/2016,31027.90129,15714.4341,16615.91808,40627.81792,130361.1247
Levy,12/31/2017,31695.86536,15825.42899,16667.735,40854.05976,132896.0451
Levy,12/31/2018,32600.81845,15984.53236,16674.53687,41124.36461,135643.5662
Levy,12/31/2019,33743.1543,15934.55491,16636.35508,41436.86632,134448.6551
Levy,12/31/2020,35359.93545,15997.38632,16639.20945,41607.89014,136769.7826
Levy,12/31/2021,36027.89951,16108.38121,16691.02637,41834.13198,139304.7029
Levy,12/31/2022,36932.85261,16267.48458,16697.82823,42104.43684,142052.224
Levy,12/31/2023,38075.18846,16217.50713,16659.64645,42416.93854,140857.313
Levy,12/31/2024,39691.96961,16280.33854,16662.50082,42587.96236,143178.4404
Levy,12/31/2025,40359.93367,16391.33343,16714.31774,42814.20421,145713.3608
Levy,12/31/2026,41264.88677,16550.4368,16721.1196,43084.50906,67851.8099
Levy,12/31/2027,42407.22262,16500.45935,16682.93782,43397.01076,66770.64888
Levy,12/31/2028,44024.00377,16563.29076,16685.79219,43568.03458,70370.93523
Levy,12/31/2029,44691.96783,16674.28565,16737.60911,43794.27643,74565.84169
Levy,12/31/2030,45596.92093,3216.423106,16744.41097,44064.58128,79353.76602
Liberty,12/31/2001,27578.09934,3153.071965,3362.819951,7040.306738,78272.605
Liberty,12/31/2002,28262.90366,3097.065504,3298.099043,7186.036662,81872.89165
Liberty,12/31/2003,28665.28514,3132.966649,3240.58017,7268.833889,86067.79839
Liberty,12/31/2004,28932.24897,3062.302014,3283.407899,7417.38028,90855.72301
Liberty,12/31/2005,29899.33586,2998.950872,3211.518758,7626.032307,89774.56227
Liberty,12/31/2006,30584.14018,2942.94441,3146.79785,7771.856641,93374.84891
Liberty,12/31/2007,30986.52167,2978.845543,3089.278977,7854.748278,97569.75566
Liberty,12/31/2008,31253.48546,2908.180895,3132.1067,8003.389263,102357.6803
Liberty,12/31/2009,32220.57231,2844.829739,3060.21408,8211.966351,101276.5195
Liberty,12/31/2010,32905.37659,2788.823265,2995.489693,8357.435968,104876.8062
Liberty,12/31/2011,33307.75804,2824.724397,2937.966555,8372.268484,109071.7129
Liberty,12/31/2012,33574.72183,2754.059748,2980.790006,8452.588355,113859.6375
Liberty,12/31/2013,34541.80871,2690.708592,2908.8966,8587.563344,112778.4768
Liberty,12/31/2014,35226.61305,2634.702117,2844.171427,8659.710577,116378.7634
Liberty,12/31/2015,35628.99469,2670.603249,2786.648289,8668.891137,120573.6702
Liberty,12/31/2016,35895.95866,2599.9386,2829.47174,8712.415858,125361.5948
Liberty,12/31/2017,36863.0457,2536.587444,2757.578334,8777.794373,124280.4341
Liberty,12/31/2018,37547.85016,2480.58097,2692.853161,8780.345195,127880.7207
Liberty,12/31/2019,37950.23179,2516.482102,2635.330023,8719.96332,132075.6275
Liberty,12/31/2020,38217.19577,2445.817453,2678.153474,8724.938263,59548.24252
Liberty,12/31/2021,39184.2828,2382.466297,2606.260068,8790.316779,61786.01443
Liberty,12/31/2022,39869.08727,2326.459822,2541.534895,8792.867601,64049.50972
Liberty,12/31/2023,40271.4689,2362.360954,2484.011757,8732.485726,65431.72838
Liberty,12/31/2024,40538.43287,2291.696306,2526.835208,8737.460669,67643.49544
Liberty,12/31/2025,41505.51991,2228.34515,2454.941803,8802.839185,69881.26733
Liberty,12/31/2026,42190.32437,2172.338675,2390.216629,8805.390007,72144.76268
Liberty,12/31/2027,42592.706,2208.239807,2332.693491,8745.008132,73526.98142
Liberty,12/31/2028,42859.66998,2137.575158,2375.516943,8749.983075,75738.74858
Liberty,12/31/2029,43826.75701,2074.224003,2303.623537,8815.361591,77976.52052
Liberty,12/31/2030,44511.56148,6811.56664,2238.898363,8817.912413,80240.01588
Madison,12/31/2001,20650.46028,6848.612227,7289.671276,18948.28588,81622.23464
Madison,12/31/2002,21654.13983,6837.32723,7318.719598,19095.20738,83834.00179
Madison,12/31/2003,22774.71444,6797.912146,7297.989428,19174.64562,86071.77375
Madison,12/31/2004,23942.80562,6883.261607,7286.716902,19405.29451,88335.26915
Madison,12/31/2005,24829.28351,6920.307195,7365.529843,19619.97851,89717.48794
Madison,12/31/2006,25832.96306,6909.022199,7394.578166,19766.82922,91929.25512
Madison,12/31/2007,26953.26608,6869.645324,7373.847996,19845.69754,94167.02711
Madison,12/31/2008,27763.45042,6955.111922,7362.57547,19822.32193,96430.52253
Madison,12/31/2009,28291.24016,6992.447415,7441.388411,19783.6595,97812.74131
Madison,12/31/2010,28789.20699,6981.452325,7470.423889,19677.20326,100024.5085
Madison,12/31/2011,29403.90607,6942.327942,7449.552041,19503.26375,102262.2805
Madison,12/31/2012,30064.73575,7027.96731,7438.052427,19480.01028,104525.7759
Madison,12/31/2013,30445.33811,7065.302804,7516.476352,19454.048,105907.9947
Madison,12/31/2014,30943.14213,7054.307713,7545.093846,19405.20681,108119.7619
Madison,12/31/2015,31557.84121,7015.18333,7523.815139,19289.24918,110357.5339
Madison,12/31/2016,32218.67089,7100.822697,7511.991371,19324.20864,112621.0293
Madison,12/31/2017,32599.28005,7138.15819,7590.254576,19343.73989,114003.2481
Madison,12/31/2018,33097.09087,7127.163099,7618.753162,19295.50663,116215.0152
Madison,12/31/2019,33711.79675,7088.038716,7597.473256,19179.79009,118452.7872
Madison,12/31/2020,34372.63325,7173.678083,7585.649488,19214.74956,213147.2184
Madison,12/31/2021,34753.24241,7211.013576,7663.912694,19234.28081,218813.5146
Madison,12/31/2022,35251.05323,7200.018485,7692.41128,19186.04755,224578.8634
Madison,12/31/2023,35865.7591,7160.894102,7671.131374,19070.33102,220874.3634
Madison,12/31/2024,36526.59561,7246.533469,7659.307606,19105.29048,226438.6396
Madison,12/31/2025,36907.20477,7283.868962,7737.570811,19124.82173,232104.9357
Madison,12/31/2026,37405.01559,7272.873871,7766.069397,19076.58847,237870.2846
Madison,12/31/2027,38019.72146,7233.749488,7744.789491,18960.87194,234165.7846
Madison,12/31/2028,38680.55797,7319.388855,7732.965723,18995.8314,239730.0608
Madison,12/31/2029,39061.16713,7356.724348,7811.228929,19015.36265,245396.3569
Madison,12/31/2030,39558.97795,123653.4202,7839.727515,18967.12939,251161.7058
Manatee,12/31/2001,26842.42449,126551.7585,131476.1302,270617.1321,247457.2058
Manatee,12/31/2002,28081.25857,129489.9052,134086.431,277768.8164,253021.482
Manatee,12/31/2003,29660.7297,128178.8121,136774.7665,286545.9149,258687.7781
Manatee,12/31/2004,30980.64658,131035.8826,136835.8646,295468.582,264453.127
Manatee,12/31/2005,31878.07578,133934.2209,139366.3374,303912.7043,260748.627
Manatee,12/31/2006,33116.90643,136872.3676,141976.1391,308943.9232,266312.9033
Manatee,12/31/2007,34292.26157,135561.2745,144663.9753,315549.6345,271979.1994
Manatee,12/31/2008,34942.14764,138418.4606,144724.5729,317452.462,277744.5483
Manatee,12/31/2009,35171.10472,141322.1656,147254.9624,318889.266,274040.0482
Manatee,12/31/2010,35741.46669,144268.4225,149864.9937,322416.9523,279604.3245
Manatee,12/31/2011,36652.4657,144222.2899,152558.2369,326139.0258,285270.6206
Manatee,12/31/2012,37302.07903,148343.3077,153928.2488,330251.3476,291035.9695
Manatee,12/31/2013,37531.57217,152508.9598,157767.6826,333905.8407,287331.4694
Manatee,12/31/2014,38102.79785,156716.1652,161686.9979,339749.4375,292895.7457
Manatee,12/31/2015,39374.44862,156677.6076,165684.4003,348924.9923,298562.0418
Manatee,12/31/2016,40841.71592,160803.7368,167058.1519,358247.9824,304327.3907
Manatee,12/31/2017,41888.29445,164971.1337,170898.1076,367999.9897,300622.8907
Manatee,12/31/2018,43276.27787,169178.3391,174817.4754,377889.8128,306187.1669
Manatee,12/31/2019,45004.89833,169139.7816,178814.8778,387974.0233,311853.463
Manatee,12/31/2020,46474.37316,173265.9107,180188.6294,398208.1586,118372.286
Manatee,12/31/2021,47520.9517,177433.3077,184028.5851,407960.1659,120577.4982
Manatee,12/31/2022,48908.93511,181640.5131,187947.9529,417849.989,122998.349
Manatee,12/31/2023,50637.55557,181601.9555,191945.3553,427934.1995,121523.7601
Manatee,12/31/2024,52107.03041,185728.0847,193319.1069,438168.3348,123512.1667
Manatee,12/31/2025,53153.60894,189895.4816,197159.0626,447920.3421,125717.3789
Manatee,12/31/2026,54541.59235,194102.687,201078.4304,457810.1652,128138.2298
Manatee,12/31/2027,56270.21282,194064.1294,205075.8328,467894.3757,126663.6408
Manatee,12/31/2028,57739.68765,198190.2586,206449.5844,478128.511,128652.0474
Manatee,12/31/2029,58786.26618,202357.6555,210289.5401,487880.5183,130857.2596
Manatee,12/31/2030,60174.2496,110988.4916,214208.9079,497770.3414,133278.1105
Marion,12/31/2001,25858.88781,112218.062,111182.4622,264277,131803.5215
Marion,12/31/2002,26745.93436,113835.9372,114488.1267,271096,133791.9281
Marion,12/31/2003,27861.67486,114026.1126,117853.2421,281966,135997.1403
Marion,12/31/2004,29388.61058,114867.0302,121803.2549,293317,138417.9912
Marion,12/31/2005,30047.07528,116096.215,125049.6888,304926,136943.4023
Marion,12/31/2006,30934.12183,117713.7046,128355.3419,315074,138931.8088
Marion,12/31/2007,31600.30709,117903.4429,131716.8075,325023,141137.0211
Marion,12/31/2008,32524.22643,118743.9247,132483.8193,329418,143557.8719
Marion,12/31/2009,32580.71937,119972.3466,132552.3831,330440,142083.283
Marion,12/31/2010,32865.42539,121589.0734,132680.1775,331303,144071.6896
Marion,12/31/2011,33378.81044,121778.0972,132867.4228,331745,146276.9018
Marion,12/31/2012,34301.74041,122617.8664,133630.8589,332989,148697.7526
Marion,12/31/2013,34396.4123,123846.2883,133699.4299,335008,147223.1637
Marion,12/31/2014,34914.37151,125463.0152,133829.257,337455,149211.5703
Marion,12/31/2015,35662.43904,125652.039,134021.3807,341205,151416.7825
Marion,12/31/2016,36821.7872,126491.8081,134793.6831,345749,153837.6333
Marion,12/31/2017,37574.51377,127720.2301,134871.1782,349267,152363.0444
Marion,12/31/2018,38555.82219,129336.9569,135007.904,353898,154351.451
Marion,12/31/2019,39765.82457,129525.9807,135204.0807,360421,156556.6632
Marion,12/31/2020,41387.28041,130365.7499,135976.4727,368135,226813.8962
Marion,12/31/2021,42140.00698,131594.1718,136053.9678,371653,232208.4179
Marion,12/31/2022,43121.3154,133210.8986,136190.6936,376284,237757.9604
Marion,12/31/2023,44331.31778,133399.9224,136386.8703,382807,240574.8334
Marion,12/31/2024,45952.77362,134239.6916,137159.2623,390521,245813.4313
Marion,12/31/2025,46705.50019,135468.1135,137236.7574,394039,251207.953
Marion,12/31/2026,47686.80861,137084.8404,137373.4832,398670,256757.4944
Marion,12/31/2027,48896.81099,137273.8642,137569.6598,405193,259574.3663
Marion,12/31/2028,50518.26683,138113.6334,138342.0518,412907,264812.963
Marion,12/31/2029,51270.9934,139342.0553,138419.547,416425,270207.4835
Marion,12/31/2030,52252.30183,56302.73418,138556.2728,421056,275757.0249
Martin,12/31/2001,29502.00914,57281.61138,59516.03952,128873,278573.8968
Martin,12/31/2002,30426.72082,58215.06421,60504.83884,131051,283812.4935
Martin,12/31/2003,31914.49317,57433.47373,61419.95146,134491,289207.0141
Martin,12/31/2004,33363.81598,58457.14855,61325.6798,137637,294756.5555
Martin,12/31/2005,33725.40696,59436.02575,62385.77903,141059,297573.4273
Martin,12/31/2006,34649.75242,60369.47858,63369.0962,142645,302812.0241
Martin,12/31/2007,36135.42843,59587.8881,64278.69652,143737,308206.5446
Martin,12/31/2008,37157.33381,60611.78431,64178.68153,143868,313756.086
Martin,12/31/2009,37090.77701,61591.09138,65234.79778,143856,316572.9579
Martin,12/31/2010,37585.60289,62525.58153,66219.12856,146318,321811.5546
Martin,12/31/2011,38642.86318,62108.04207,67130.27999,146689,327206.0751
Martin,12/31/2012,39660.49448,63495.47159,67054.23566,147203,332755.6165
Martin,12/31/2013,39591.71208,64839.0024,68137.95172,148077,335572.4884
Martin,12/31/2014,40085.91171,66137.21932,69149.74707,148585,340811.0851
Martin,12/31/2015,41144.72914,65721.39229,70088.74185,150062,346205.6057
Martin,12/31/2016,42165.86193,67109.8312,70018.41782,150870,351755.1471
Martin,12/31/2017,42100.7398,68453.47249,71104.14388,153022,354572.0189
Martin,12/31/2018,42598.5997,69751.68942,72116.8254,155556,359810.6157
Martin,12/31/2019,43659.52025,69335.86238,73055.82019,158598,365205.1362
Martin,12/31/2020,44680.82183,70724.3013,72985.49615,161301,215720.993
Martin,12/31/2021,44615.6997,72067.94259,74071.22221,163453,223821.4555
Martin,12/31/2022,45113.5596,73366.15951,75083.90373,165987,232674.9409
Martin,12/31/2023,46174.48015,72950.33248,76022.89853,169029,229673.8119
Martin,12/31/2024,47195.78173,74338.7714,75952.57449,171732,237017.7804
Martin,12/31/2025,47130.6596,75682.41269,77038.30055,173884,245118.2429
Martin,12/31/2026,47628.5195,76980.62961,78050.98206,176418,253971.7283
Martin,12/31/2027,48689.44005,76564.80258,78989.97686,179460,250973.2671
Martin,12/31/2028,49710.74162,77953.24149,78919.65282,182163,258319.8961
Martin,12/31/2029,49645.61949,79296.88278,80005.37888,184315,266423.0191
Martin,12/31/2030,50143.47939,1021802.188,81018.0604,186849,275279.1651
Miami-Dade,12/31/2001,34232.88036,1045490.599,1047980.223,2285869,272280.7038
Miami-Dade,12/31/2002,35712.06509,1070003.364,1077258.169,2312478,279627.3328
Miami-Dade,12/31/2003,37359.35847,1054444.518,1101605.691,2345932,287730.4558
Miami-Dade,12/31/2004,39397.11363,1077297.695,1102007.485,2379818,296586.6017
Miami-Dade,12/31/2005,40707.86048,1100986.106,1136209.914,2422075,293588.1405
Miami-Dade,12/31/2006,42187.04523,1125497.83,1165487.86,2437022,300934.7695
Miami-Dade,12/31/2007,43833.33301,1109937.03,1189833.483,2462292,309037.8925
Miami-Dade,12/31/2008,44894.0253,1132788.258,1190122.643,2477289,317894.0384
Miami-Dade,12/31/2009,45229.65188,1156474.72,1218662.776,2472344,314895.5772
Miami-Dade,12/31/2010,45733.71641,1180985.536,1242274.335,2496457,322242.2062
Miami-Dade,12/31/2011,46405.88961,1165424.736,1260943.631,2516537,330345.3292
Miami-Dade,12/31/2012,47466.28494,1188275.964,1255620.747,2551290,339201.4751
Miami-Dade,12/31/2013,47803.22887,1211962.426,1279045.225,2582375,336203.0139
Miami-Dade,12/31/2014,48776.59345,1236473.242,1297479.544,2613692,343549.6429
Miami-Dade,12/31/2015,49918.34373,1220912.441,1310982.117,2653934,351652.7659
Miami-Dade,12/31/2016,51449.22776,1243763.669,1300506.613,2700794,360508.9118
Miami-Dade,12/31/2017,53235.09958,1267450.132,1323834.786,2743095,357510.4506
Miami-Dade,12/31/2018,55189.4094,1291960.948,1342238.475,2779322,364857.0796
Miami-Dade,12/31/2019,57311.82778,1276400.147,1355711.74,2812130,372960.2026
Miami-Dade,12/31/2020,59826.00969,1299251.375,1345209.485,2832794,564818.3658
Miami-Dade,12/31/2021,61611.88151,1322937.837,1368537.658,2875095,594773.9982
Miami-Dade,12/31/2022,63566.19133,1347448.653,1386941.347,2911322,612642.3707
Miami-Dade,12/31/2023,65688.60971,1331887.853,1400414.612,2944130,629104.9323
Miami-Dade,12/31/2024,68202.79162,1354739.081,1389912.357,2964794,644256.5973
Miami-Dade,12/31/2025,69988.66344,1378425.543,1413240.53,3007095,674119.4817
Miami-Dade,12/31/2026,71942.97326,1402936.359,1431644.219,3043322,691898.105
Miami-Dade,12/31/2027,74065.39164,1387375.559,1445117.484,3076130,708360.6666
Miami-Dade,12/31/2028,76579.57354,1410226.786,1434615.229,3096794,723512.3315
Miami-Dade,12/31/2029,78365.44536,1433913.249,1457943.402,3139095,753375.2159
Miami-Dade,12/31/2030,80319.75519,44641.95604,1476347.091,3175322,771153.8392
Monroe,12/31/2001,28150.95845,44413.91497,46559.24279,82757.66567,787616.4008
Monroe,12/31/2002,29088.38752,44464.74951,46161.48001,81638.57102,802768.0658
Monroe,12/31/2003,30394.67919,44152.27613,46147.81574,80476.52966,832630.9501
Monroe,12/31/2004,31291.19567,43645.43026,46297.13618,80681.16762,850409.5734
Monroe,12/31/2005,31859.69551,43417.38919,45515.6836,79604.41073,866872.135
Monroe,12/31/2006,32796.37513,43468.22373,45117.94581,78480.37719,169794.6126
Monroe,12/31/2007,34100.69755,43155.89516,45104.30654,77311.39998,176555.5545
Monroe,12/31/2008,34887.92747,42649.19462,45253.69172,77508.96699,184047.8999
Monroe,12/31/2009,35345.87343,42422.10138,44472.3037,76426.75324,184424.4541
Monroe,12/31/2010,36171.38413,42522.62219,44075.64737,75300.60696,190451.9179
Monroe,12/31/2011,37365.75044,42592.13534,44064.60712,74131.52423,197212.8598
Monroe,12/31/2012,38150.03492,42467.8152,44667.70137,74331.60454,204705.2053
Monroe,12/31/2013,38606.60941,42622.3186,44339.23513,74356.07888,205081.7594
Monroe,12/31/2014,39432.11313,43055.69763,44394.45869,74337.34673,211109.2233
Monroe,12/31/2015,40626.47945,43126.81679,44833.78077,74277.06233,217870.1652
Monroe,12/31/2016,41410.76393,43002.5154,45437.32863,75586.47594,225362.5106
Monroe,12/31/2017,41867.33843,43157.01881,45108.86239,75613.07095,225739.0648
Monroe,12/31/2018,42692.84215,43590.39783,45164.08596,75595.73343,231766.5286
Monroe,12/31/2019,43887.20847,43661.51699,45603.40804,75535.4492,238527.4707
Monroe,12/31/2020,44671.49295,43537.2156,46206.95589,76844.8628,246019.8163
Monroe,12/31/2021,45128.06744,43691.71901,45878.48966,76871.45782,246396.3705
Monroe,12/31/2022,45953.57116,44125.09803,45933.71322,76854.1203,252423.8345
Monroe,12/31/2023,47147.93749,44196.2172,46373.0353,76793.83606,259184.7766
Monroe,12/31/2024,47932.22196,44071.9158,46976.58315,78103.24967,266677.1222
Monroe,12/31/2025,48388.79646,44226.41921,46648.11692,78129.84469,267053.6765
Monroe,12/31/2026,49214.30018,44659.79823,46703.34048,78112.50717,273081.1404
Monroe,12/31/2027,50408.6665,44730.9174,47142.66256,78052.22293,279842.0825
Monroe,12/31/2028,51192.95098,44606.616,47746.21042,79361.63654,287334.4281
Monroe,12/31/2029,51649.52548,44761.11941,47417.74418,79388.23156,287710.9824
Monroe,12/31/2030,52475.0292,29117.30589,47472.96774,79370.89404,293738.4464
Nassau,12/31/2001,29881.09296,29644.17143,29998.40011,59499.28029,300499.3884
Nassau,12/31/2002,30681.27528,30222.01919,30816.7379,61055.40073,307991.734
Nassau,12/31/2003,31818.58368,30418.45974,31462.19468,62842.99869,308368.2883
Nassau,12/31/2004,32301.7932,30894.26167,32016.13594,64987.19838,314395.7523
Nassau,12/31/2005,32764.43493,31421.12719,33007.43874,66308.73377,321156.6943
Nassau,12/31/2006,33564.61726,31998.97493,33825.77653,67865.6804,158607.631
Nassau,12/31/2007,34701.92565,32195.41545,34471.23327,69654.10454,162295.4918
Nassau,12/31/2008,35184.95388,32671.21737,35023.95571,71798.60327,165898.7552
Nassau,12/31/2009,35647.41456,33198.08289,35487.07708,72587.92661,167721.5316
Nassau,12/31/2010,36447.24234,33775.93277,35777.21391,73143.40059,171493.3349
Nassau,12/31/2011,37583.47118,33972.40881,35894.46973,73467.48708,175181.1958
Nassau,12/31/2012,38012.20816,34632.22516,35918.76291,74144.16589,178784.459
Nassau,12/31/2013,38420.43726,35344.77088,36381.86475,74637.01163,180607.2352
Nassau,12/31/2014,39166.20314,36111.6726,36672.83459,75368.0857,184379.0384
Nassau,12/31/2015,40249.09509,36498.4858,37375.76609,76465.92861,188066.8991
Nassau,12/31/2016,40677.73908,37164.38714,38068.87921,77919.93202,191670.1623
Nassau,12/31/2017,41085.96438,37881.35208,39199.01259,80254.63299,193492.9385
Nassau,12/31/2018,41831.73026,38649.29925,40156.18097,82823.91879,197264.7417
Nassau,12/31/2019,42914.62222,39036.36002,40940.46833,85624.68211,200952.6024
Nassau,12/31/2020,43343.26621,39702.26136,41633.62054,88784.8232,204555.8656
Nassau,12/31/2021,43751.49151,40419.2263,42763.75392,91119.52417,206378.6418
Nassau,12/31/2022,44497.2574,41187.17346,43720.9223,93688.80997,210150.4449
Nassau,12/31/2023,45580.14936,41574.23424,44505.20967,96489.57329,213838.3057
Nassau,12/31/2024,46008.79335,42240.13558,45198.36188,99649.71438,217441.5688
Nassau,12/31/2025,46417.01865,42957.10052,46328.49526,101984.4153,219264.345
Nassau,12/31/2026,47162.78453,43725.04768,47285.66364,104553.7011,223036.1482
Nassau,12/31/2027,48245.67649,44112.10846,48069.951,107354.4645,226724.0089
